Ammonia MQ135,Co2,Alcohol,Methane,Hydrogen Sulfide,LPG,Hydrogen,Ammonia MQ137,label,Time,TVC
3.82,605.18,14826.75,5322.94,27.25,7.02,155.93,0.38,2,6.5375,4.4066
3.84,605.18,14826.75,5322.94,27.69,7.02,156.23,0.32,2,6.537777778,4.4066
3.8,605.18,14781.12,5351.3,26.98,7.04,155.86,0.38,2,6.538055556,4.4066
3.83,605.18,14781.12,5322.94,27.69,7.02,155.71,0.37,2,6.538333333,4.4066
3.9,605.18,14781.12,5315.88,27.58,7.04,155.93,0.38,2,6.538611111,4.4066
4.29,605.18,14758.37,5337.1,27.47,7.05,156.23,0.38,2,6.538888889,4.4066
3.81,605.18,14781.12,5330.02,27.19,7.01,155.93,0.38,2,6.539166667,4.4066
3.84,605.18,14803.92,5365.53,27.52,7.03,156.08,0.38,2,6.539444444,4.4066
3.78,605.18,14781.12,5330.02,27.58,7.03,156,0.38,2,6.539722222,4.4066
3.83,605.18,14826.75,5322.94,27.41,7.02,155.93,0.38,2,6.54,4.4066
3.83,605.18,14758.37,5344.2,27.3,7.04,156,0.38,2,6.540277778,4.4066
3.83,605.18,14735.66,5337.1,27.14,7.04,156,0.38,2,6.540555556,4.4066
3.84,605.18,14781.12,5308.82,27.25,6.99,156,0.38,2,6.540833333,4.4066
3.81,605.18,14826.75,5351.3,27.41,7.02,155.86,0.38,2,6.541111111,4.4066
3.83,605.18,14826.75,5344.2,27.52,7.06,156,0.38,2,6.541388889,4.4066
3.87,605.18,14872.54,5322.94,27.47,7.03,155.93,0.38,2,6.541666667,4.4066
3.81,605.18,14781.12,5294.73,27.69,7.02,156,0.37,2,6.541944444,4.4066
3.46,605.18,15579.27,5330.02,27.58,7.21,156.08,0.38,2,6.542222222,4.4066
3.84,605.18,14533.01,5322.94,27.47,7.03,155.93,0.38,2,6.5425,4.4066
3.83,605.18,14735.66,5301.77,27.52,7.02,156.08,0.38,2,6.542777778,4.4066
3.84,605.18,14803.92,5294.73,27.3,7.04,155.86,0.37,2,6.543055556,4.4066
3.81,605.18,14964.61,5322.94,27.74,7.64,155.93,0.38,2,6.543333333,4.4066
3.8,605.18,14803.92,5330.02,27.19,7.03,156,0.38,2,6.543611111,4.4066
3.81,605.18,14735.66,5294.73,27.47,7.23,156.23,0.37,2,6.543888889,4.4066
3.84,605.18,14826.75,5337.1,27.3,7.04,156.15,0.37,2,6.544166667,4.4066
3.81,605.18,14781.12,5330.02,27.52,7.02,155.71,0.38,2,6.544444444,4.4066
3.84,605.18,14872.54,5322.94,27.25,7.02,156,0.37,2,6.544722222,4.4066
3.84,605.18,14803.92,5351.3,27.41,7.02,155.93,0.37,2,6.545,4.4066
3.83,605.18,14803.92,5351.3,27.52,7.03,156.08,0.38,2,6.545277778,4.4066
3.81,605.18,14826.75,5365.53,27.19,7.01,155.78,0.38,2,6.545555556,4.4066
3.84,605.18,14849.63,5330.02,27.85,7.05,156,0.37,2,6.545833333,4.4066
3.93,605.18,14918.5,5337.1,27.3,6.89,155.86,0.38,2,6.546111111,4.4066
3.81,605.18,14781.12,5315.88,27.74,7.02,156,0.38,2,6.546388889,4.4066
3.83,605.18,14826.75,5337.1,27.52,7.03,156.08,0.38,2,6.546666667,4.4066
3.84,605.18,14781.12,5337.1,27.52,7.02,155.86,0.38,2,6.546944444,4.4066
3.84,605.18,14826.75,5337.1,27.25,7.04,156.98,0.37,2,6.547222222,4.4066
3.82,605.18,14826.75,5351.3,27.63,6.49,156.15,0.38,2,6.5475,4.4066
3.81,605.18,14781.12,5294.73,27.63,7.04,155.86,0.38,2,6.547777778,4.4066
3.81,605.18,14758.37,5322.94,27.52,7.02,156,0.36,2,6.548055556,4.4066
3.81,605.18,14803.92,5337.1,27.25,7.03,156,0.38,2,6.548333333,4.4066
3.81,605.18,14781.12,5322.94,27.25,6.97,155.78,0.38,2,6.548611111,4.4066
3.93,605.18,14826.75,5337.1,27.52,7.04,156.08,0.38,2,6.548888889,4.4066
3.81,605.18,14781.12,5330.02,27.41,7.03,156.15,0.38,2,6.549166667,4.4066
3.83,605.18,14781.12,5322.94,27.63,6.99,156.08,0.38,2,6.549444444,4.4066
3.81,605.18,14735.66,5322.94,27.3,7.02,156.08,0.38,2,6.549722222,4.4066
3.83,605.18,14872.54,5294.73,27.41,7.03,156.08,0.37,2,6.55,4.4066
3.64,605.18,14781.12,5322.94,27.3,7.02,156,0.38,2,6.550277778,4.4066
3.78,605.18,14918.5,5330.02,27.19,6.99,158.19,0.38,2,6.550555556,4.4066
3.81,605.18,15010.9,5344.2,27.47,7.01,155.78,0.38,2,6.550833333,4.4066
3.78,605.18,14781.12,5273.67,27.19,7.02,156.23,0.38,2,6.551111111,4.4066
3.81,605.18,14826.75,5238.73,27.52,7.03,156.15,0.38,2,6.551388889,4.4066
3.8,605.18,14781.12,5337.1,27.63,7.02,156.08,0.38,2,6.551666667,4.4066
3.76,605.18,14826.75,5337.1,27.52,7.04,155.86,0.38,2,6.551944444,4.4066
3.8,605.18,14826.75,5322.94,27.41,7.02,156.08,0.38,2,6.552222222,4.4066
2.6,605.18,14826.75,5308.82,27.52,7.01,155.78,0.37,2,6.5525,4.4066
3.81,605.18,14712.97,5351.3,27.25,7.01,156,0.38,2,6.552777778,4.4066
3.81,605.18,14781.12,5330.02,27.47,7.05,156,0.38,2,6.553055556,4.4066
3.81,605.18,14872.54,5337.1,27.36,7.03,156.23,0.38,2,6.553333333,4.4066
3.83,605.18,14826.75,5322.94,27.52,7.02,156,0.38,2,6.553611111,4.4066
3.82,605.18,14826.75,5322.94,27.52,7.03,156,0.37,2,6.553888889,4.4066
3.82,605.18,14803.92,5351.3,27.36,7.02,156.15,0.4,2,6.554166667,4.4066
3.82,605.18,14781.12,5337.1,27.41,7.19,156.08,0.38,2,6.554444444,4.4066
3.84,605.18,14826.75,5330.02,27.63,7.02,155.93,0.38,2,6.554722222,4.4066
3.78,605.18,14826.75,5337.1,27.47,7.03,155.78,0.38,2,6.555,4.4066
3.72,605.18,14803.92,5351.3,27.52,7.01,154.82,0.37,2,6.555277778,4.4066
3.81,605.18,14803.92,5308.82,27.69,7.02,156.08,0.38,2,6.555555556,4.4066
3.81,605.18,14826.75,5344.2,27.63,7.01,156.23,0.38,2,6.555833333,4.4066
3.99,605.18,14803.92,5379.79,27.85,7.03,156.68,0.38,2,6.556111111,4.4066
3.78,605.18,15057.34,5337.1,26.82,7.03,156.08,0.38,2,6.556388889,4.4066
3.8,605.18,13607.79,5351.3,27.47,7.03,156.08,0.38,2,6.556666667,4.4066
3.81,605.18,14918.5,5365.53,27.58,7.02,156.15,0.38,2,6.556944444,4.4066
3.81,605.18,14826.75,5351.3,27.03,7.02,156.08,0.38,2,6.557222222,4.4066
3.81,605.18,14826.75,5480.65,27.58,7.05,155.93,0.38,2,6.5575,4.4066
3.83,605.18,14826.75,5351.3,27.63,7.02,156.38,0.38,2,6.557777778,4.4066
3.83,605.18,14781.12,5344.2,27.47,7.01,156.23,0.38,2,6.558055556,4.4066
3.83,605.18,14826.75,5337.1,27.63,7.01,156.3,0.38,2,6.558333333,4.4066
3.8,605.18,14826.75,5358.41,27.58,7.11,156.3,0.38,2,6.558611111,4.4066
3.86,605.18,14849.63,5358.41,27.58,7.01,156.3,0.38,2,6.558888889,4.4066
3.88,605.18,14826.75,5351.3,26.76,7.03,155.93,0.38,2,6.559166667,4.4066
3.89,605.18,14872.54,5351.3,27.47,7.02,156.15,0.38,2,6.559444444,4.4066
3.8,605.18,14918.5,5358.41,27.8,7.03,156.08,0.38,2,6.559722222,4.4066
3.84,605.18,14803.92,5344.2,27.25,7.01,156.15,0.37,2,6.56,4.4066
3.84,605.18,14781.12,5337.1,27.52,7.01,156.08,0.38,2,6.560277778,4.4066
3.8,605.18,14987.73,5351.3,27.74,6.98,156.3,0.38,2,6.560555556,4.4066
3.83,605.18,14849.63,5337.1,27.58,7.01,156.23,0.38,2,6.560833333,4.4066
3.82,605.18,14781.12,5337.1,27.74,6.98,155.93,0.38,2,6.561111111,4.4066
3.83,605.18,14826.75,5337.1,27.52,7.01,156.23,0.38,2,6.561388889,4.4066
3.81,605.18,14826.75,5365.53,27.63,7.02,156.15,0.37,2,6.561666667,4.4066
3.83,605.18,14826.75,5365.53,28.08,6.99,155.86,0.38,2,6.561944444,4.4066
3.83,605.18,14872.54,5372.66,27.69,7.03,156.08,0.38,2,6.562222222,4.4066
3.82,605.18,14872.54,5094.35,27.63,7.02,156.15,0.38,2,6.5625,4.4066
3.83,605.18,14872.54,5337.1,27.63,6.97,156,0.39,2,6.562777778,4.4066
3.63,605.18,14849.63,5337.1,27.69,7.06,156.08,0.38,2,6.563055556,4.4066
3.83,605.18,14803.92,5337.1,27.08,6.97,155.93,0.38,2,6.563333333,4.4066
3.84,605.18,14826.75,5351.3,27.58,7.01,156.38,0.38,2,6.563611111,4.4066
3.83,605.18,14987.73,5337.1,27.36,7.02,156.23,0.38,2,6.563888889,4.4066
3.83,605.18,14826.75,5344.2,27.58,7.03,156.3,0.39,2,6.564166667,4.4066
3.81,605.18,14826.75,5358.41,27.63,7.04,156.23,0.37,2,6.564444444,4.4066
3.81,605.18,14918.5,5351.3,27.69,7.03,156.3,0.38,2,6.564722222,4.4066
3.81,605.18,15010.9,5344.2,27.58,6.99,156.3,0.38,2,6.565,4.4066
3.71,605.18,14781.12,5408.43,27.63,7.02,156,0.39,2,6.565277778,4.4066
3.81,605.18,14826.75,5337.1,27.58,7.28,156.08,0.38,2,6.565555556,4.4066
3.87,605.18,14918.5,5337.1,27.63,7.02,156.08,0.38,2,6.565833333,4.4066
3.83,605.18,14918.5,5344.2,27.69,7.03,156,0.38,2,6.566111111,4.4066
3.8,605.18,14941.54,5330.02,27.58,7.03,156.38,0.38,2,6.566388889,4.4066
3.86,605.18,14964.61,5351.3,27.58,7.02,156.3,0.38,2,6.566666667,4.4066
3.85,605.18,15010.9,5351.3,27.25,7.02,156.08,0.39,2,6.566944444,4.4066
3.86,605.18,14918.5,5394.09,27.63,7.01,156.23,0.38,2,6.567222222,4.4066
3.84,605.18,14781.12,5322.94,27.36,7.02,154.75,0.38,2,6.5675,4.4066
3.84,605.18,14826.75,5379.79,27.69,7.02,156.23,0.38,2,6.567777778,4.4066
3.84,605.18,14849.63,5204.01,27.47,7.03,156.08,0.36,2,6.568055556,4.4066
3.84,605.18,14849.63,5358.41,27.63,6.99,156.08,0.38,2,6.568333333,4.4066
3.84,605.18,14918.5,5358.41,27.69,6.99,156.23,0.36,2,6.568611111,4.4066
3.89,605.18,14781.12,5351.3,27.63,7.03,156.15,0.36,2,6.568888889,4.4066
3.85,605.18,14803.92,5337.1,27.58,6.99,155.93,0.38,2,6.569166667,4.4066
3.68,605.18,14826.75,5344.2,27.47,7.03,155.93,0.38,2,6.569444444,4.4066
3.89,605.18,14826.75,5337.1,27.41,7.01,156.23,0.37,2,6.569722222,4.4066
3.66,605.18,14941.54,5351.3,27.69,6.99,156.08,0.36,2,6.57,4.4066
3.84,605.18,14895.5,5365.53,27.69,7.02,156.08,0.38,2,6.570277778,4.4066
3.86,605.18,14918.5,5344.2,27.74,7.01,156.08,0.38,2,6.570555556,4.4066
3.84,605.18,14941.54,5337.1,27.58,7.05,155.71,0.38,2,6.570833333,4.4066
3.86,605.18,14826.75,5351.3,27.63,7.01,156.3,0.38,2,6.571111111,4.4066
3.64,605.18,14826.75,5365.53,27.8,7.01,156.08,0.38,2,6.571388889,4.4066
3.65,605.18,14918.5,5337.1,27.85,6.99,156.53,0.38,2,6.571666667,4.4066
3.74,605.18,14826.75,5287.7,27.36,6.99,156.23,0.38,2,6.571944444,4.4066
3.81,605.18,14826.75,5351.3,27.52,6.97,156,0.37,2,6.572222222,4.4066
3.82,605.18,14826.75,5351.3,27.74,6.99,156.3,0.38,2,6.5725,4.4066
3.84,605.18,14826.75,5351.3,27.63,6.98,156.15,0.37,2,6.572777778,4.4066
3.83,605.18,14826.75,5337.1,27.69,7.01,156.23,0.38,2,6.573055556,4.4066
3.84,605.18,14849.63,5358.41,27.3,7.01,156.3,0.37,2,6.573333333,4.4066
3.88,605.18,14735.66,5337.1,27.63,7.02,156.15,0.38,2,6.573611111,4.4066
3.82,605.18,14781.12,5337.1,27.52,6.99,155.93,0.38,2,6.573888889,4.4066
3.84,605.18,14849.63,5365.53,27.69,7.01,156.08,0.38,2,6.574166667,4.4066
3.83,605.18,14918.5,5351.3,27.52,6.99,156.3,0.37,2,6.574444444,4.4066
3.81,605.18,14826.75,5351.3,27.58,7.05,156.23,0.38,2,6.574722222,4.4066
3.84,605.18,14895.5,5358.41,27.69,7.01,156.23,0.38,2,6.575,4.4066
3.8,605.18,14918.5,5365.53,27.52,7.01,156.15,0.38,2,6.575277778,4.4066
3.8,605.18,14826.75,5337.1,27.58,7.02,156.23,0.38,2,6.575555556,4.4066
3.8,605.18,14918.5,5358.41,27.52,7.03,156.23,0.38,2,6.575833333,4.4066
3.81,605.18,14941.54,5294.73,27.52,7.02,156.3,0.37,2,6.576111111,4.4066
3.95,605.18,14826.75,5351.3,27.85,6.99,156.38,0.38,2,6.576388889,4.4066
3.8,605.18,14964.61,5351.3,27.36,7.23,156.23,0.37,2,6.576666667,4.4066
3.78,605.18,14510.7,5358.41,27.69,7.03,156.3,0.38,2,6.576944444,4.4066
3.78,605.18,14849.63,5358.41,27.8,7.03,156.3,0.38,2,6.577222222,4.4066
3.78,605.18,14826.75,5351.3,27.69,7.01,156.3,0.38,2,6.5775,4.4066
3.8,605.18,14826.75,5351.3,27.41,7.02,156.15,0.38,2,6.577777778,4.4066
3.8,605.18,14918.5,5351.3,27.19,6.99,155.93,0.38,2,6.578055556,4.4066
3.77,605.18,14826.75,4947.1,27.8,7.02,156.15,0.38,2,6.578333333,4.4066
3.81,605.18,14826.75,5351.3,27.52,7.04,156.3,0.47,2,6.578611111,4.4066
3.81,605.18,14826.75,5337.1,27.69,7.04,156.23,0.38,2,6.578888889,4.4066
3.76,605.18,14918.5,5351.3,27.91,7.01,156.08,0.39,2,6.579166667,4.4066
3.7,605.18,14918.5,5351.3,27.41,6.98,157.13,0.38,2,6.579444444,4.4066
3.64,605.18,14918.5,5351.3,27.58,7.01,156.38,0.38,2,6.579722222,4.4066
3.64,605.18,14918.5,5344.2,27.63,7.02,156.15,0.38,2,6.58,4.4066
3.74,605.18,14826.75,5358.41,27.63,6.99,156.08,0.39,2,6.580277778,4.4066
3.76,605.18,14918.5,5351.3,27.58,7.01,156.3,0.38,2,6.580555556,4.4066
4.94,605.18,14826.75,5344.2,27.69,6.98,156,0.38,2,6.580833333,4.4066
3.76,605.18,13943.96,5351.3,27.63,7.03,156.23,0.38,2,6.581111111,4.4066
3.76,605.18,14826.75,5351.3,27.52,7.01,156.23,0.38,2,6.581388889,4.4066
3.76,605.18,14918.5,5379.79,27.8,6.97,156.15,0.38,2,6.581666667,4.4066
3.76,605.18,14781.12,5372.66,27.85,6.99,156.15,0.37,2,6.581944444,4.4066
3.76,605.18,14872.54,5294.73,27.63,6.98,156.08,0.38,2,6.582222222,4.4066
3.77,605.18,14918.5,5358.41,27.58,7.01,156.15,0.32,2,6.5825,4.4066
3.76,605.18,14918.5,5351.3,27.58,7.02,156.38,0.36,2,6.582777778,4.4066
3.75,605.18,14918.5,5330.02,27.69,7.02,156.23,0.38,2,6.583055556,4.4066
3.8,605.18,14826.75,5344.2,27.52,7.01,156.38,0.38,2,6.583333333,4.4066
4.1,605.18,14941.54,5351.3,27.69,7.01,156.38,0.38,2,6.583611111,4.4066
3.76,605.18,14941.54,5351.3,27.69,7.01,156.3,0.37,2,6.583888889,4.4066
3.78,605.18,14918.5,5344.2,27.58,7.01,156.3,0.38,2,6.584166667,4.4066
3.78,605.18,14918.5,5358.41,27.69,7.02,156.23,0.38,2,6.584444444,4.4066
3.78,605.18,14849.63,5358.41,27.74,7.01,156.38,0.38,2,6.584722222,4.4066
3.63,605.18,14918.5,5351.3,27.63,6.91,156.15,0.38,2,6.585,4.4066
3.79,605.18,14941.54,5351.3,27.69,6.99,156.3,0.38,2,6.585277778,4.4066
3.78,605.18,14826.75,5372.66,27.63,7.01,156.23,0.38,2,6.585555556,4.4066
3.8,605.18,14918.5,5365.53,27.74,7.01,156.08,0.38,2,6.585833333,4.4066
3.8,605.18,14918.5,5365.53,27.41,6.99,156.15,0.38,2,6.586111111,4.4066
3.8,605.18,14918.5,5176.39,27.63,7.02,156.15,0.38,2,6.586388889,4.4066
3.81,605.18,14918.5,5365.53,27.69,7.02,156.3,0.38,2,6.586666667,4.4066
3.7,605.18,14964.61,5365.53,27.74,7.01,156.3,0.38,2,6.586944444,4.4066
3.79,605.18,15339.49,5351.3,27.74,7.01,156.23,0.38,2,6.587222222,4.4066
3.83,605.18,14690.34,5372.66,27.63,7.01,156.3,0.39,2,6.5875,4.4066
3.8,605.18,15010.9,5379.79,27.47,7.01,156.15,0.38,2,6.587777778,4.4066
3.8,605.18,14918.5,5365.53,27.8,6.99,156.38,0.38,2,6.588055556,4.4066
3.83,605.18,14918.5,5344.2,27.58,6.98,156.3,0.38,2,6.588333333,4.4066
3.79,605.18,15057.34,5351.3,27.69,7.02,156.08,0.38,2,6.588611111,4.4066
3.79,605.18,14918.5,5337.1,27.8,6.99,156.15,0.3,2,6.588888889,4.4066
3.81,605.18,14849.63,5379.79,27.74,6.99,156.15,0.38,2,6.589166667,4.4066
3.82,605.18,15010.9,5351.3,27.74,6.96,156.98,0.38,2,6.589444444,4.4066
3.78,605.18,14941.54,5365.53,27.19,7.02,156.15,0.38,2,6.589722222,4.4066
3.92,605.18,14826.75,5365.53,27.36,6.97,156.08,0.38,2,6.59,4.4066
3.81,605.18,14918.5,5358.41,27.91,6.98,156.23,0.38,2,6.590277778,4.4066
3.78,605.18,14826.75,5351.3,27.41,7.01,156.23,0.38,2,6.590555556,4.4066
3.78,605.18,14918.5,5351.3,27.52,7.03,156.23,0.38,2,6.590833333,4.4066
3.83,605.18,14918.5,5351.3,27.63,6.98,156.3,0.37,2,6.591111111,4.4066
3.8,605.18,15057.34,5358.41,27.69,6.98,156.15,0.38,2,6.591388889,4.4066
3.8,605.18,14918.5,5372.66,27.85,6.98,156.23,0.38,2,6.591666667,4.4066
3.82,605.18,14941.54,5379.79,27.52,6.97,156.15,0.38,2,6.591944444,4.4066
3.81,605.18,14918.5,5351.3,27.74,6.97,157.2,0.38,2,6.592222222,4.4066
3.81,605.18,15057.34,5337.1,27.58,7.02,156.38,0.38,2,6.5925,4.4066
3.8,605.18,14941.54,5337.1,27.58,6.99,156.15,0.39,2,6.592777778,4.4066
3.8,605.18,14918.5,5358.41,27.52,6.99,156.15,0.38,2,6.593055556,4.4066
3.83,605.18,14918.5,5379.79,27.58,7.02,156.23,0.38,2,6.593333333,4.4066
3.81,605.18,14918.5,5337.1,27.69,7.01,155.19,0.38,2,6.593611111,4.4066
3.81,605.18,14826.75,5351.3,27.3,6.99,156.23,0.38,2,6.593888889,4.4066
3.82,605.18,15010.9,5372.66,27.47,7.01,156.38,0.38,2,6.594166667,4.4066
3.8,605.18,14826.75,5365.53,27.58,6.98,156,0.38,2,6.594444444,4.4066
3.8,605.18,15010.9,5365.53,27.58,7.02,156.08,0.38,2,6.594722222,4.4066
3.81,605.18,15034.1,5365.53,27.69,7.01,156.45,0.39,2,6.595,4.4066
2.97,605.18,14781.12,5365.53,27.52,6.98,156.3,0.38,2,6.595277778,4.4066
3.83,605.18,15823.36,5358.41,27.63,7.02,156.3,0.38,2,6.595555556,4.4066
3.81,605.18,14826.75,5351.3,27.3,6.98,156.15,0.37,2,6.595833333,4.4066
3.84,605.18,14918.5,5351.3,27.8,6.87,156,0.38,2,6.596111111,4.4066
3.81,605.18,14941.54,5365.53,27.19,6.99,156.23,0.38,2,6.596388889,4.4066
3.8,605.18,15057.34,5509.79,27.69,6.98,156.45,0.38,2,6.596666667,4.4066
3.78,605.18,14826.75,5351.3,27.69,7.01,156.3,0.38,2,6.596944444,4.4066
3.81,605.18,15057.34,5394.09,27.85,7.03,156.38,0.38,2,6.597222222,4.4066
3.86,605.18,14941.54,5365.53,27.58,6.99,156.38,0.38,2,6.5975,4.4066
3.81,605.18,14333.56,5365.53,27.3,7.06,156.68,0.38,2,6.597777778,4.4066
3.85,605.18,15034.1,5365.53,27.58,7.03,156.53,0.37,2,6.598055556,4.4066
3.83,605.18,15057.34,5372.66,27.63,7.04,156.38,0.38,2,6.598333333,4.4066
3.81,605.18,15057.34,5266.66,27.63,6.98,156.23,0.38,2,6.598611111,4.4066
3.81,605.18,15057.34,5365.53,27.8,7.03,156.53,0.38,2,6.598888889,4.4066
3.81,605.18,15034.1,5379.79,27.52,7.01,156.38,0.37,2,6.599166667,4.4066
3.82,605.18,15034.1,5379.79,27.74,7.01,156.45,0.38,2,6.599444444,4.4066
3.83,605.18,14941.54,5365.53,27.91,7.04,156.38,0.38,2,6.599722222,4.4066
3.83,605.18,15057.34,5386.94,27.74,7.02,156.3,0.38,2,6.6,4.4066
3.73,605.18,15034.1,5358.41,27.8,7.01,154.24,0.38,2,6.600277778,4.4066
3.83,605.18,14918.5,5337.1,27.8,7.02,156.38,0.38,2,6.600555556,4.4066
3.83,605.18,14941.54,5372.66,27.63,7.02,156.38,0.37,2,6.600833333,4.4066
3.81,605.18,15103.95,5365.53,27.69,7.01,156.3,0.38,2,6.601111111,4.4066
4.3,605.18,14826.75,5365.53,27.63,6.98,156.23,0.38,2,6.601388889,4.4066
3.8,605.18,14488.41,5379.79,27.8,6.99,156.3,0.38,2,6.601666667,4.4066
3.81,605.18,14735.66,5365.53,27.74,6.99,156.3,0.37,2,6.601944444,4.4066
3.81,605.18,15010.9,5351.3,27.63,7.02,155.86,0.38,2,6.602222222,4.4066
3.82,605.18,15010.9,5372.66,27.8,6.99,156.9,0.38,2,6.6025,4.4066
3.8,605.18,14964.61,5358.41,27.91,6.97,156.38,0.38,2,6.602777778,4.4066
3.83,605.18,14964.61,5365.53,27.69,7.01,156.3,0.38,2,6.603055556,4.4066
3.83,605.18,14987.73,5365.53,27.63,6.61,156.3,0.3,2,6.603333333,4.4066
3.87,605.18,14918.5,5365.53,27.85,6.99,156.53,0.39,2,6.603611111,4.4066
3.81,605.18,14964.61,5365.53,27.8,6.99,156.75,0.38,2,6.603888889,4.4066
4.23,605.18,15010.9,5372.66,27.8,7.01,156.45,0.37,2,6.604166667,4.4066
3.84,605.18,15010.9,5379.79,27.69,6.99,156.45,0.37,2,6.604444444,4.4066
3.84,605.18,14918.5,5379.79,27.8,7.01,156.3,0.38,2,6.604722222,4.4066
3.86,605.18,14849.63,5372.66,27.69,6.99,156.53,0.37,2,6.605,4.4066
3.84,605.18,15057.34,5386.94,27.47,6.99,156.3,0.38,2,6.605277778,4.4066
3.71,605.18,15434.89,5358.41,27.96,6.98,156.38,0.38,2,6.605555556,4.4066
3.86,605.18,15315.75,5394.09,27.8,6.99,156.45,0.38,2,6.605833333,4.4066
3.84,605.18,14941.54,5365.53,27.63,6.98,156.38,0.39,2,6.606111111,4.4066
3.84,605.18,15080.62,5379.79,27.85,7.01,156.45,0.39,2,6.606388889,4.4066
3.86,605.18,15057.34,5351.3,27.58,6.98,156.3,0.39,2,6.606666667,4.4066
3.85,605.18,14941.54,5351.3,27.8,6.98,156.3,0.38,2,6.606944444,4.4066
3.84,605.18,15034.1,5386.94,27.8,7.01,156.3,0.32,2,6.607222222,4.4066
3.61,605.18,14941.54,5379.79,27.85,7.01,156.3,0.38,2,6.6075,4.4066
3.76,605.18,14918.5,5379.79,27.19,6.97,156.45,0.38,2,6.607777778,4.4066
3.92,605.18,15057.34,5379.79,27.85,6.81,156.53,0.38,2,6.608055556,4.4066
3.74,605.18,15057.34,5351.3,27.74,7.02,156.75,0.38,2,6.608333333,4.4066
3.83,605.18,15057.34,5379.79,27.63,7.02,156.6,0.37,2,6.608611111,4.4066
3.77,605.18,14964.61,5365.53,27.96,6.99,156.38,0.38,2,6.608888889,4.4066
3.89,605.18,15103.95,5379.79,27.58,7.01,156.53,0.38,2,6.609166667,4.4066
3.92,605.18,15057.34,5379.79,27.85,6.99,156.38,0.38,2,6.609444444,4.4066
3.84,605.18,15103.95,5372.66,27.69,6.99,156.3,0.38,2,6.609722222,4.4066
3.87,605.18,15010.9,5386.94,27.85,6.98,156.53,0.38,2,6.61,4.4066
3.85,605.18,15080.62,5372.66,27.74,7.04,156.6,0.39,2,6.610277778,4.4066
3.86,605.18,15010.9,5379.79,27.69,6.97,156.38,0.38,2,6.610555556,4.4066
3.85,605.18,15034.1,5422.8,27.74,6.97,156.3,0.38,2,6.610833333,4.4066
3.86,605.18,14987.73,5287.7,27.85,6.99,156.38,0.38,2,6.611111111,4.4066
3.81,605.18,14895.5,5358.41,28.19,6.96,156.45,0.38,2,6.611388889,4.4066
3.81,605.18,14941.54,5365.53,27.69,7.02,156.3,0.38,2,6.611666667,4.4066
3.83,605.18,15482.85,5128.39,27.8,6.98,156.15,0.38,2,6.611944444,4.4066
3.81,605.18,15034.1,5386.94,27.58,6.95,156.38,0.38,2,6.612222222,4.4066
3.84,605.18,15057.34,5365.53,28.02,6.98,155.71,0.38,2,6.6125,4.4066
3.86,605.18,15057.34,5365.53,27.52,6.99,156.38,0.38,2,6.612777778,4.4066
3.84,605.18,14918.5,5379.79,28.02,7.01,156.38,0.39,2,6.613055556,4.4066
3.84,605.18,15010.9,5344.2,27.91,6.97,156.53,0.36,2,6.613333333,4.4066
3.83,605.18,15080.62,5386.94,27.74,7.01,156.3,0.38,2,6.613611111,4.4066
3.83,605.18,15010.9,5379.79,27.58,7.02,156.38,0.38,2,6.613888889,4.4066
3.81,605.18,15057.34,5365.53,27.63,6.98,156.23,0.37,2,6.614166667,4.4066
3.81,605.18,15057.34,5372.66,27.63,6.98,156.6,0.38,2,6.614444444,4.4066
3.83,605.18,15034.1,5386.94,27.8,6.96,156.38,0.38,2,6.614722222,4.4066
3.88,605.18,15057.34,5386.94,27.8,6.98,156.45,0.38,2,6.615,4.4066
4.91,605.18,15080.62,5379.79,27.91,7.02,156.3,0.38,2,6.615277778,4.4066
3.87,605.18,15103.95,5365.53,28.02,6.98,156.53,0.38,2,6.615555556,4.4066
3.78,605.18,15150.72,5386.94,27.41,6.98,156.6,0.38,2,6.615833333,4.4066
3.84,605.18,14964.61,5372.66,27.69,6.98,156.38,0.38,2,6.616111111,4.4066
3.83,605.18,15057.34,5379.79,27.63,6.99,156.45,0.38,2,6.616388889,4.4066
3.85,605.18,15034.1,5379.79,27.8,7.01,156.68,0.38,2,6.616666667,4.4066
3.84,605.18,15057.34,5358.41,27.96,7.01,156.45,0.38,2,6.616944444,4.4066
3.83,605.18,15080.62,5155.76,27.74,6.96,156.38,0.36,2,6.617222222,4.4066
3.83,605.18,15034.1,5386.94,27.63,6.96,156.45,0.38,2,6.6175,4.4066
3.87,605.18,15080.62,5386.94,27.74,7.1,156.38,0.38,2,6.617777778,4.4066
3.62,605.18,15057.34,5386.94,27.8,6.96,156.45,0.38,2,6.618055556,4.4066
3.84,605.18,15103.95,5379.79,27.8,6.98,156,0.38,2,6.618333333,4.4066
3.87,605.18,15034.1,5372.66,27.8,6.97,156.45,0.38,2,6.618611111,4.4066
3.84,605.18,15080.62,5379.79,27.8,6.98,156.38,0.38,2,6.618888889,4.4066
3.85,605.18,15080.62,5379.79,27.85,7.02,156.53,0.38,2,6.619166667,4.4066
3.89,605.18,15103.95,5394.09,27.85,7.02,156.53,0.38,2,6.619444444,4.4066
3.87,605.18,14964.61,5379.79,27.74,6.98,156.53,0.38,2,6.619722222,4.4066
3.87,605.18,15034.1,5386.94,27.74,6.99,156.23,0.38,2,6.62,4.4066
