Ammonia MQ135,Co2,Alcohol,Methane,Hydrogen Sulfide,LPG,Hydrogen,Ammonia MQ137,label,Time,TVC
3.74,605.18,23407.75,7886.36,40.82,4.91,170.86,0.38,2,12.4025,5.1235
3.75,605.18,23407.75,7958.65,40.48,4.92,171.12,0.38,2,12.40277778,5.1235
3.76,605.18,23407.75,7917.26,41.17,4.85,171.12,0.38,2,12.40305556,5.1235
3.74,605.18,23446.6,7917.26,41.08,4.81,171.04,0.38,2,12.40333333,5.1235
3.76,605.18,23407.75,7917.26,41,4.71,171.3,0.37,2,12.40361111,5.1235
3.77,605.18,23407.75,7958.65,40.23,4.67,171.3,0.38,2,12.40388889,5.1235
3.8,605.18,23407.75,7958.65,41,4.71,173.17,0.38,2,12.40416667,5.1235
3.68,605.18,23407.75,7937.92,41,4.69,171.3,0.39,2,12.40444444,5.1235
3.76,605.18,23369,7937.92,40.82,4.8,170.69,0.38,2,12.40472222,5.1235
3.76,605.18,23330.3,7917.26,40.91,5.18,171.12,0.38,2,12.405,5.1235
3.76,605.18,23407.75,7958.65,40.65,5.41,170.6,0.39,2,12.40527778,5.1235
3.66,605.18,23407.75,7937.92,40.65,5.52,170.6,0.38,2,12.40555556,5.1235
3.76,605.18,23330.3,7896.65,40.57,5.64,171.04,0.38,2,12.40583333,5.1235
3.76,605.18,23330.3,7927.59,40.32,5.52,170.86,0.38,2,12.40611111,5.1235
3.76,605.18,23291.69,7896.65,40.82,5.29,170.69,0.39,2,12.40638889,5.1235
3.7,605.18,23330.3,7906.94,40.57,5.41,170.77,0.38,2,12.40666667,5.1235
3.77,605.18,23330.3,7733.58,40.74,5.51,171.12,0.38,2,12.40694444,5.1235
3.76,605.18,23369,7917.26,40.91,5.58,171.12,0.38,2,12.40722222,5.1235
3.69,605.18,23330.3,7906.94,40.65,5.58,170.6,0.38,2,12.4075,5.1235
3.64,605.18,23330.3,7927.59,40.57,5.69,170.42,0.38,2,12.40777778,5.1235
3.66,605.18,23291.69,7917.26,40.65,5.61,170.69,0.38,2,12.40805556,5.1235
3.61,605.18,23291.69,7917.26,40.32,5.58,170.51,0.38,2,12.40833333,5.1235
3.76,605.18,23369,7896.65,40.82,5.54,170.6,0.38,2,12.40861111,5.1235
3.76,605.18,23369,7979.42,41.08,5.43,171.3,0.38,2,12.40888889,5.1235
3.69,605.18,23407.75,7937.92,40.15,5.41,170.6,0.38,2,12.40916667,5.1235
3.7,605.18,23446.6,7917.26,40.91,5.71,170.86,0.38,2,12.40944444,5.1235
3.66,605.18,23330.3,7886.36,40.74,5.72,173.17,0.38,2,12.40972222,5.1235
3.75,605.18,23330.3,7937.92,40.48,5.71,170.86,0.38,2,12.41,5.1235
3.75,605.18,23369,7824.9,40.57,5.73,170.95,0.38,2,12.41027778,5.1235
3.68,605.18,23330.3,7886.36,40.91,5.77,170.69,0.39,2,12.41055556,5.1235
3.74,605.18,23563.57,7927.59,40.15,5.75,171.21,0.38,2,12.41083333,5.1235
3.78,605.18,23563.57,7896.65,40.91,5.7,170.77,0.39,2,12.41111111,5.1235
3.66,605.18,24730.4,7937.92,40.74,5.65,171.04,0.38,2,12.41138889,5.1235
3.7,605.18,23407.75,7937.92,40.4,5.51,170.77,0.38,2,12.41166667,5.1235
3.7,605.18,23369,7948.28,40.48,5.49,170.6,0.38,2,12.41194444,5.1235
3.7,605.18,23253.16,7927.59,40.23,5.45,170.86,0.38,2,12.41222222,5.1235
3.74,605.18,23407.75,7917.26,40.91,5.41,171.04,0.38,2,12.4125,5.1235
3.73,605.18,23369,7948.28,41,5.4,171.48,0.42,2,12.41277778,5.1235
3.67,605.18,23330.3,7906.94,40.74,5.34,171.04,0.38,2,12.41305556,5.1235
3.7,605.18,23291.69,7927.59,40.57,5.25,171.12,0.37,2,12.41333333,5.1235
3.86,605.18,23407.75,7906.94,40.82,5.23,170.77,0.38,2,12.41361111,5.1235
3.3,605.18,23291.69,7886.36,40.4,5.21,171.04,0.38,2,12.41388889,5.1235
3.7,605.18,23330.3,7896.65,41,5.28,171.12,0.38,2,12.41416667,5.1235
3.74,605.18,23407.75,7906.94,40.65,5.24,171.04,0.38,2,12.41444444,5.1235
3.74,605.18,23253.16,7906.94,39.98,5.16,171.57,0.38,2,12.41472222,5.1235
3.69,605.18,23291.69,7958.65,40.74,4.98,171.04,0.38,2,12.415,5.1235
3.66,605.18,23330.3,7927.59,41.08,4.88,171.12,0.38,2,12.41527778,5.1235
3.69,605.18,23369,7937.92,40.15,5.5,171.12,0.39,2,12.41555556,5.1235
3.7,605.18,23446.6,7937.92,40.65,5.52,170.77,0.4,2,12.41583333,5.1235
3.69,605.18,23253.16,8021.12,40.82,5.48,171.21,0.38,2,12.41611111,5.1235
3.7,605.18,23253.16,7917.26,40.65,5.51,170.6,0.39,2,12.41638889,5.1235
3.63,605.18,23330.3,7896.65,40.74,5.48,171.21,0.38,2,12.41666667,5.1235
3.64,605.18,23253.16,7917.26,40.48,5.47,170.86,0.38,2,12.41694444,5.1235
3.77,605.18,23369,7886.36,40.32,5.48,171.12,0.4,2,12.41722222,5.1235
3.66,605.18,23330.3,7906.94,40.57,5.52,170.6,0.39,2,12.4175,5.1235
3.61,605.18,23214.68,7927.59,40.15,5.66,170.69,0.38,2,12.41777778,5.1235
3.64,605.18,23330.3,7917.26,40.57,5.66,170.6,0.38,2,12.41805556,5.1235
3.73,605.18,23291.69,7917.26,40.65,5.75,171.04,0.38,2,12.41833333,5.1235
3.63,605.18,23799.61,7958.65,40.91,6.15,170.6,0.38,2,12.41861111,5.1235
3.63,605.18,23253.16,7927.59,40.74,6.04,170.86,0.39,2,12.41888889,5.1235
3.61,605.18,23253.16,7948.28,40.48,5.59,170.95,0.38,2,12.41916667,5.1235
3.63,605.18,23369,7896.65,40.91,4.68,171.48,0.38,2,12.41944444,5.1235
3.62,605.18,23330.3,7886.36,40.74,5.13,170.69,0.38,2,12.41972222,5.1235
3.63,605.18,23369,7937.92,40.4,4.78,170.6,0.37,2,12.42,5.1235
3.61,605.18,23369,7917.26,40.74,3.93,171.21,0.38,2,12.42027778,5.1235
3.63,605.18,23214.68,7896.65,40.82,5.06,171.21,0.38,2,12.42055556,5.1235
3.81,605.18,23176.3,7927.59,40.06,3.97,169.47,0.38,2,12.42083333,5.1235
3.86,605.18,23407.75,7896.65,40.82,5.26,171.3,0.37,2,12.42111111,5.1235
3.63,605.18,23446.6,7937.92,40.82,4.89,171.12,0.38,2,12.42138889,5.1235
3.63,605.18,23485.54,7937.92,41.25,3.9,171.21,0.41,2,12.42166667,5.1235
3.61,605.18,23330.3,7937.92,41.51,4.33,171.3,0.36,2,12.42194444,5.1235
3.64,605.18,23524.5,7917.26,40.82,4.18,171.12,0.38,2,12.42222222,5.1235
3.62,605.18,23407.75,7886.36,40.82,4.74,171.3,0.38,2,12.4225,5.1235
3.63,605.18,23330.3,7948.28,41,3.99,172.01,0.38,2,12.42277778,5.1235
3.63,605.18,23563.57,7896.65,41.17,3.97,171.21,0.38,2,12.42305556,5.1235
3.68,605.18,23602.74,7937.92,40.65,4.05,170.95,0.38,2,12.42333333,5.1235
3.69,605.18,23291.69,7937.92,40.82,5.65,171.04,0.38,2,12.42361111,5.1235
3.71,605.18,22130.89,7917.26,40.82,4.63,171.3,0.38,2,12.42388889,5.1235
3.63,605.18,22276.81,7917.26,40.91,4.14,171.3,0.39,2,12.42416667,5.1235
3.64,605.18,23407.75,7958.65,40.06,5.45,171.04,0.38,2,12.42444444,5.1235
3.7,605.18,23369,7927.59,40.74,4.73,171.12,0.38,2,12.42472222,5.1235
3.64,605.18,23291.69,7937.92,40.91,5.73,171.12,0.38,2,12.425,5.1235
3.7,605.18,23485.54,8042.05,40.82,4.71,171.3,0.38,2,12.42527778,5.1235
3.66,605.18,23369,7917.26,41,4.96,171.12,0.44,2,12.42555556,5.1235
3.66,605.18,23291.69,7937.92,40.82,5.77,170.6,0.39,2,12.42583333,5.1235
3.66,605.18,23407.75,7937.92,40.82,5.53,171.12,0.38,2,12.42611111,5.1235
3.63,605.18,23369,7948.28,39.82,5.4,170.95,0.38,2,12.42638889,5.1235
3.78,605.18,23369,8042.05,40.15,5.65,170.95,0.38,2,12.42666667,5.1235
3.58,605.18,23330.3,7937.92,40.74,5.66,171.04,0.38,2,12.42694444,5.1235
3.63,605.18,23214.68,7906.94,40.65,5.97,170.6,0.38,2,12.42722222,5.1235
3.99,605.18,23253.16,7948.28,40.65,6,170.6,0.38,2,12.4275,5.1235
3.64,605.18,23330.3,7896.65,40.15,5.96,170.77,0.38,2,12.42777778,5.1235
3.63,605.18,22646.54,7917.26,40.65,5.75,170.77,0.38,2,12.42805556,5.1235
3.63,605.18,23407.75,7937.92,39.24,5.6,170.69,0.38,2,12.42833333,5.1235
3.64,605.18,23407.75,7948.28,40.74,3.99,171.12,0.38,2,12.42861111,5.1235
3.62,605.18,23407.75,7948.28,40.65,5.13,170.77,0.38,2,12.42888889,5.1235
3.7,605.18,23330.3,7917.26,40.57,5.86,170.6,0.4,2,12.42916667,5.1235
3.66,605.18,23369,7896.65,40.91,5.03,170.95,0.38,2,12.42944444,5.1235
3.61,605.18,23407.75,7937.92,41.17,4.96,171.04,0.38,2,12.42972222,5.1235
3.7,605.18,23407.75,7917.26,40.82,4.97,171.04,0.38,2,12.43,5.1235
3.64,605.18,24565.49,7917.26,40.82,4.92,170.69,0.36,2,12.43027778,5.1235
3.68,605.18,23330.3,7937.92,40.74,4.97,170.95,0.38,2,12.43055556,5.1235
3.68,605.18,23369,7937.92,41,4.46,171.3,0.38,2,12.43083333,5.1235
3.19,605.18,23485.54,7937.92,41.08,4.31,171.21,0.36,2,12.43111111,5.1235
3.63,605.18,23407.75,7917.26,40.65,5.36,170.95,0.38,2,12.43138889,5.1235
3.63,605.18,23369,7937.92,40.57,4.46,170.86,0.38,2,12.43166667,5.1235
3.64,605.18,23446.6,7937.92,40.57,4.5,171.12,0.38,2,12.43194444,5.1235
3.63,605.18,23407.75,7784.19,40.65,5.76,170.95,0.38,2,12.43222222,5.1235
3.62,605.18,23330.3,7896.65,40.4,4.15,171.21,0.37,2,12.4325,5.1235
3.7,605.18,23407.75,7896.65,40.65,4.52,171.21,0.38,2,12.43277778,5.1235
3.61,605.18,23407.75,7917.26,40.48,5.72,170.95,0.38,2,12.43305556,5.1235
4.47,605.18,23369,7937.92,39.73,5.49,170.69,0.38,2,12.43333333,5.1235
3.63,605.18,23485.54,7917.26,40.57,4.09,171.21,0.38,2,12.43361111,5.1235
3.63,605.18,23330.3,7948.28,40.74,4.27,170.69,0.38,2,12.43388889,5.1235
3.64,605.18,23407.75,7937.92,40.06,3.85,171.39,0.38,2,12.43416667,5.1235
3.64,605.18,23485.54,7937.92,40.74,4.3,171.21,0.38,2,12.43444444,5.1235
3.64,605.18,23446.6,7896.65,40.65,4.37,170.95,0.38,2,12.43472222,5.1235
3.66,605.18,23446.6,7937.92,40.65,4.43,171.21,0.41,2,12.435,5.1235
3.63,605.18,23369,7917.26,40.91,4.02,171.21,0.38,2,12.43527778,5.1235
3.64,605.18,23407.75,7917.26,40.65,4.23,171.3,0.38,2,12.43555556,5.1235
3.59,605.18,23330.3,7948.28,40.74,4.98,173.71,0.37,2,12.43583333,5.1235
3.64,605.18,23369,7937.92,40.91,5.33,171.12,0.38,2,12.43611111,5.1235
3.65,605.18,23485.54,7917.26,40.57,5.35,171.04,0.37,2,12.43638889,5.1235
3.59,605.18,23330.3,7896.65,40.06,5.29,170.69,0.38,2,12.43666667,5.1235
3.64,605.18,23563.57,7917.26,40.74,4.99,171.12,0.37,2,12.43694444,5.1235
3.62,605.18,21914.12,7917.26,40.15,5.15,170.86,0.38,2,12.43722222,5.1235
3.62,605.18,23407.75,7927.59,40.74,5.17,171.12,0.38,2,12.4375,5.1235
3.65,605.18,23369,7917.26,40.32,5.13,170.86,0.38,2,12.43777778,5.1235
3.7,605.18,23485.54,7937.92,41.17,5.17,170.6,0.38,2,12.43805556,5.1235
3.63,605.18,23407.75,7989.82,41.08,4.68,171.12,0.38,2,12.43833333,5.1235
3.63,605.18,23369,7937.92,40.74,5.46,170.86,0.39,2,12.43861111,5.1235
3.63,605.18,23407.75,7896.65,40.48,5.41,170.86,0.38,2,12.43888889,5.1235
4.07,605.18,23563.57,7917.26,40.65,4.74,171.21,0.38,2,12.43916667,5.1235
3.68,605.18,23485.54,7937.92,40.74,4.25,170.6,0.38,2,12.43944444,5.1235
3.63,605.18,23407.75,7937.92,40.57,4.08,171.21,0.38,2,12.43972222,5.1235
3.57,605.18,23330.3,7917.26,40.74,5.08,170.86,0.38,2,12.44,5.1235
3.71,605.18,23407.75,7927.59,40.06,4.97,170.6,0.38,2,12.44027778,5.1235
3.61,605.18,23407.75,7906.94,40.74,4.68,170.95,0.38,2,12.44055556,5.1235
3.66,605.18,23878.88,7917.26,41,4.27,171.04,0.37,2,12.44083333,5.1235
3.63,605.18,23291.69,7927.59,40.57,4.69,170.77,0.38,2,12.44111111,5.1235
3.62,605.18,23407.75,7896.65,40.74,4.9,170.69,0.38,2,12.44138889,5.1235
3.63,605.18,23330.3,7906.94,40.82,4.87,170.69,0.38,2,12.44166667,5.1235
3.63,605.18,23369,7917.26,41,4.55,170.95,0.36,2,12.44194444,5.1235
3.65,605.18,23369,7969.02,40.57,4.09,171.21,0.36,2,12.44222222,5.1235
3.63,605.18,23563.57,7917.26,41.43,4.29,170.86,0.37,2,12.4425,5.1235
3.64,605.18,23330.3,7917.26,40.74,4.93,170.6,0.37,2,12.44277778,5.1235
3.83,605.18,23369,7927.59,40.91,4.99,169.3,0.38,2,12.44305556,5.1235
4.01,605.18,23330.3,7958.65,40.4,4.8,171.04,0.38,2,12.44333333,5.1235
3.62,605.18,23291.69,7937.92,40.65,5.17,170.16,0.38,2,12.44361111,5.1235
3.63,605.18,23407.75,7937.92,40.74,5.12,170.77,0.38,2,12.44388889,5.1235
3.68,605.18,23485.54,7937.92,40.82,4.77,170.95,0.36,2,12.44416667,5.1235
3.64,605.18,23330.3,7927.59,40.91,4.65,170.95,0.38,2,12.44444444,5.1235
3.64,605.18,23407.75,7927.59,40.74,3.93,171.21,0.38,2,12.44472222,5.1235
3.64,605.18,23407.75,7937.92,41,4.04,170.77,0.38,2,12.445,5.1235
3.64,605.18,23407.75,7958.65,40.74,4.5,171.21,0.38,2,12.44527778,5.1235
3.64,605.18,23446.6,7937.92,40.82,4.9,171.12,0.37,2,12.44555556,5.1235
3.68,605.18,23485.54,7906.94,40.82,4.06,171.3,0.38,2,12.44583333,5.1235
3.64,605.18,23369,7948.28,41.17,4.15,171.48,0.38,2,12.44611111,5.1235
3.59,605.18,23720.62,7937.92,40.74,4.63,171.21,0.38,2,12.44638889,5.1235
3.65,605.18,23023.47,7937.92,40.65,4.64,171.21,0.38,2,12.44666667,5.1235
3.64,605.18,23369,7937.92,40.57,4.64,170.95,0.38,2,12.44694444,5.1235
3.64,605.18,23407.75,7937.92,41.08,4.63,171.3,0.38,2,12.44722222,5.1235
3.63,605.18,23407.75,7876.08,40.48,4.46,171.21,0.38,2,12.4475,5.1235
3.62,605.18,23407.75,7835.11,40.65,4.08,170.6,0.38,2,12.44777778,5.1235
3.61,605.18,23369,7927.59,40.82,5.04,170.77,0.36,2,12.44805556,5.1235
3.58,605.18,23446.6,7937.92,40.65,4.14,171.39,0.38,2,12.44833333,5.1235
3.56,605.18,23485.54,7927.59,40.82,4.61,171.12,0.38,2,12.44861111,5.1235
3.47,605.18,23407.75,7937.92,41.08,4.08,171.74,0.38,2,12.44888889,5.1235
3.59,605.18,23369,7937.92,40.57,5.01,170.95,0.38,2,12.44916667,5.1235
3.57,605.18,23407.75,7927.59,40.65,4.31,170.86,0.38,2,12.44944444,5.1235
3.59,605.18,23563.57,7948.28,40.91,4.39,171.12,0.38,2,12.44972222,5.1235
3.46,605.18,24771.83,7927.59,40.74,4.29,171.04,0.38,2,12.45,5.1235
3.57,605.18,23799.61,7969.02,40.48,4.4,171.12,0.37,2,12.45027778,5.1235
3.59,605.18,23641.94,7937.92,41.08,4.2,170.6,0.38,2,12.45055556,5.1235
3.59,605.18,23407.75,7937.92,40.74,4.63,171.39,0.38,2,12.45083333,5.1235
3.59,605.18,23369,7927.59,40.57,4.57,171.04,0.38,2,12.45111111,5.1235
3.59,605.18,23407.75,7948.28,40.91,4.73,171.12,0.38,2,12.45138889,5.1235
3.59,605.18,23485.54,7896.65,40.82,4.91,170.6,0.38,2,12.45166667,5.1235
3.56,605.18,23407.75,7937.92,40.48,5.13,170.51,0.38,2,12.45194444,5.1235
3.61,605.18,23485.54,7937.92,40.57,4.68,170.77,0.38,2,12.45222222,5.1235
3.78,605.18,23485.54,7958.65,40.91,4.08,169.9,0.36,2,12.4525,5.1235
4.01,605.18,23485.54,7937.92,41.86,4.19,170.95,0.38,2,12.45277778,5.1235
3.59,605.18,23407.75,7948.28,40.65,4.4,171.21,0.38,2,12.45305556,5.1235
3.76,605.18,23641.94,7937.92,40.65,4.4,171.12,0.38,2,12.45333333,5.1235
3.61,605.18,23563.57,7917.26,40.91,4.3,171.3,0.38,2,12.45361111,5.1235
3.57,605.18,23369,7937.92,40.82,4.31,171.04,0.38,2,12.45388889,5.1235
3.6,605.18,23524.5,7937.92,41,4.25,171.21,0.37,2,12.45416667,5.1235
3.59,605.18,23407.75,7937.92,40.65,4.57,171.04,0.39,2,12.45444444,5.1235
3.57,605.18,23369,7948.28,40.57,4.39,170.77,0.38,2,12.45472222,5.1235
3.58,605.18,23407.75,7937.92,40.57,4.4,171.12,0.38,2,12.455,5.1235
3.58,605.18,23563.57,7948.28,40.91,4.28,171.04,0.38,2,12.45527778,5.1235
3.58,605.18,23641.94,7948.28,40.82,4.14,170.69,0.38,2,12.45555556,5.1235
3.59,605.18,23485.54,7927.59,40.74,5.46,170.95,0.38,2,12.45583333,5.1235
3.61,605.18,23407.75,7937.92,40.91,5.74,170.6,0.39,2,12.45611111,5.1235
3.42,605.18,23407.75,7958.65,40.57,5.64,170.42,0.39,2,12.45638889,5.1235
3.56,605.18,23407.75,7937.92,40.91,5.66,170.34,0.38,2,12.45666667,5.1235
3.57,605.18,23407.75,7948.28,40.91,5.66,171.12,0.41,2,12.45694444,5.1235
3.59,605.18,23563.57,7958.65,41.17,5.64,171.04,0.38,2,12.45722222,5.1235
3.57,605.18,23407.75,7948.28,40.48,5.64,170.6,0.38,2,12.4575,5.1235
3.59,605.18,23330.3,7937.92,40.57,5.62,170.6,0.38,2,12.45777778,5.1235
3.6,605.18,23330.3,7958.65,41.08,5.87,171.48,0.38,2,12.45805556,5.1235
3.71,605.18,23330.3,7917.26,40.57,6.09,170.51,0.38,2,12.45833333,5.1235
3.56,605.18,23407.75,7937.92,40.4,6.09,170.86,0.38,2,12.45861111,5.1235
3.57,605.18,23330.3,7917.26,40.65,6.15,170.95,0.39,2,12.45888889,5.1235
3.59,605.18,23446.6,7958.65,40.4,6.13,170.95,0.38,2,12.45916667,5.1235
3.59,605.18,23446.6,7927.59,40.91,6.09,170.95,0.38,2,12.45944444,5.1235
3.57,605.18,23291.69,7906.94,39.98,6.15,170.6,0.38,2,12.45972222,5.1235
3.58,605.18,23407.75,7937.92,40.57,6.16,170.51,0.38,2,12.46,5.1235
3.57,605.18,23407.75,7937.92,40.65,6.14,172.28,0.38,2,12.46027778,5.1235
3.57,605.18,23291.69,7917.26,41.34,6.25,170.51,0.38,2,12.46055556,5.1235
3.56,605.18,23369,7937.92,40.23,6.15,170.86,0.37,2,12.46083333,5.1235
3.58,605.18,23407.75,7927.59,40.65,6.24,170.69,0.39,2,12.46111111,5.1235
3.56,605.18,23485.54,7906.94,40.57,6.21,170.42,0.38,2,12.46138889,5.1235
3.57,605.18,23291.69,7937.92,40.57,6.24,171.3,0.38,2,12.46166667,5.1235
3.55,605.18,23330.3,7937.92,40.82,6.26,170.69,0.38,2,12.46194444,5.1235
3.58,605.18,23407.75,7927.59,40.74,6.23,170.95,0.38,2,12.46222222,5.1235
3.57,605.18,23176.3,7917.26,40.65,6.24,170.6,0.38,2,12.4625,5.1235
4.04,605.18,23253.16,7937.92,40.57,6.23,170.51,0.38,2,12.46277778,5.1235
3.56,605.18,23176.3,7937.92,40.57,6.23,170.86,0.38,2,12.46305556,5.1235
3.57,605.18,24606.6,7917.26,40.06,6.24,170.6,0.37,2,12.46333333,5.1235
3.57,605.18,23291.69,7937.92,40.74,6.23,170.95,0.39,2,12.46361111,5.1235
3.57,605.18,23407.75,7958.65,40.91,6.24,170.69,0.38,2,12.46388889,5.1235
3.59,605.18,23407.75,7917.26,40.74,6.23,170.6,0.38,2,12.46416667,5.1235
3.59,605.18,23253.16,7937.92,40.65,6.23,170.95,0.38,2,12.46444444,5.1235
3.56,605.18,23291.69,7906.94,40.32,6.23,170.42,0.38,2,12.46472222,5.1235
3.6,605.18,23330.3,7937.92,41.25,6.22,170.6,0.37,2,12.465,5.1235
3.57,605.18,23253.16,7937.92,40.65,5.93,170.51,0.38,2,12.46527778,5.1235
3.6,605.18,23407.75,7937.92,40.74,6.23,170.69,0.39,2,12.46555556,5.1235
3.59,605.18,23407.75,7937.92,40.82,6.22,170.69,0.38,2,12.46583333,5.1235
3.59,605.18,23369,7937.92,40.74,6.25,170.07,0.37,2,12.46611111,5.1235
3.57,605.18,23176.3,7917.26,40.74,6.21,170.51,0.38,2,12.46638889,5.1235
3.59,605.18,23369,7948.28,40.65,6.21,170.77,0.38,2,12.46666667,5.1235
3.57,605.18,23291.69,7917.26,41.08,6.22,170.86,0.39,2,12.46694444,5.1235
3.58,605.18,23291.69,7937.92,40.82,6.21,171.04,0.38,2,12.46722222,5.1235
3.57,605.18,23407.75,7906.94,41,6.65,170.6,0.38,2,12.4675,5.1235
3.57,605.18,23330.3,7937.92,40.48,6.22,170.69,0.38,2,12.46777778,5.1235
3.54,605.18,23369,7917.26,40.74,6.23,170.86,0.39,2,12.46805556,5.1235
3.59,605.18,23407.75,7958.65,40.65,6.22,170.6,0.37,2,12.46833333,5.1235
3.56,605.18,23253.16,7937.92,40.82,6.2,170.86,0.37,2,12.46861111,5.1235
3.59,605.18,23369,7937.92,40.57,6.22,171.04,0.39,2,12.46888889,5.1235
3.59,605.18,23330.3,7937.92,40.91,6.21,170.86,0.38,2,12.46916667,5.1235
3.57,605.18,23291.69,7917.26,40.74,6.35,170.86,0.38,2,12.46944444,5.1235
3.59,605.18,23253.16,7927.59,40.57,6.22,170.95,0.38,2,12.46972222,5.1235
3.57,605.18,23330.3,7917.26,40.82,6.23,170.95,0.39,2,12.47,5.1235
3.6,605.18,23253.16,7948.28,40.74,6.29,170.95,0.38,2,12.47027778,5.1235
3.58,605.18,23291.69,7917.26,40.74,6.15,170.6,0.38,2,12.47055556,5.1235
3.59,605.18,23330.3,7937.92,40.82,6.21,171.3,0.38,2,12.47083333,5.1235
3.44,605.18,23291.69,7958.65,40.91,6.25,171.21,0.39,2,12.47111111,5.1235
3.57,605.18,23253.16,7937.92,39.98,6.18,170.95,0.38,2,12.47138889,5.1235
3.6,605.18,23369,7958.65,40.57,6.19,170.95,0.38,2,12.47166667,5.1235
3.59,605.18,23369,7917.26,39.9,6.19,170.51,0.38,2,12.47194444,5.1235
3.42,605.18,23485.54,7927.59,40.15,6.2,170.95,0.38,2,12.47222222,5.1235
3.59,605.18,22423.84,7937.92,40.57,6.19,170.6,0.38,2,12.4725,5.1235
3.6,605.18,23291.69,7937.92,40.57,6.18,171.12,0.38,2,12.47277778,5.1235
3.57,605.18,23330.3,7917.26,40.74,6.19,170.6,0.38,2,12.47305556,5.1235
3.59,605.18,23291.69,7937.92,40.65,6.17,170.6,0.38,2,12.47333333,5.1235
3.56,605.18,23407.75,7917.26,40.65,6.2,170.95,0.38,2,12.47361111,5.1235
3.6,605.18,23330.3,7917.26,40.48,6.12,170.69,0.38,2,12.47388889,5.1235
3.57,605.18,23330.3,7937.92,40.91,6.2,171.12,0.38,2,12.47416667,5.1235
3.52,605.18,23369,7958.65,40.4,6.15,170.6,0.39,2,12.47444444,5.1235
3.59,605.18,23330.3,7937.92,40.65,6.18,173.53,0.38,2,12.47472222,5.1235
3.57,605.18,23485.54,7958.65,40.82,6.26,170.95,0.38,2,12.475,5.1235
3.57,605.18,23407.75,7948.28,41,6.14,171.12,0.38,2,12.47527778,5.1235
3.59,605.18,23369,7969.02,40.65,6.13,170.69,0.38,2,12.47555556,5.1235
3.47,605.18,23330.3,7969.02,40.82,6.17,170.77,0.38,2,12.47583333,5.1235
3.59,605.18,23563.57,7937.92,40.65,6.19,170.95,0.38,2,12.47611111,5.1235
3.57,605.18,23291.69,7937.92,40.65,6.15,171.12,0.39,2,12.47638889,5.1235
3.6,605.18,23330.3,7969.02,41.34,6.15,170.6,0.38,2,12.47666667,5.1235
3.57,605.18,23330.3,7937.92,40.74,6.17,171.12,0.38,2,12.47694444,5.1235
3.58,605.18,23291.69,7927.59,40.23,6.16,170.95,0.38,2,12.47722222,5.1235
3.59,605.18,23369,7917.26,40.65,6.16,170.77,0.37,2,12.4775,5.1235
3.59,605.18,23253.16,7896.65,40.91,6.13,171.12,0.38,2,12.47777778,5.1235
3.56,605.18,23369,7896.65,40.65,6.17,171.04,0.38,2,12.47805556,5.1235
3.59,605.18,23330.3,7927.59,40.74,6.18,170.51,0.38,2,12.47833333,5.1235
3.59,605.18,23253.16,7917.26,40.06,6.15,172.54,0.38,2,12.47861111,5.1235
3.59,605.18,23407.75,7937.92,40.65,6.18,170.6,0.38,2,12.47888889,5.1235
3.58,605.18,23253.16,7937.92,40.57,6.18,171.21,0.39,2,12.47916667,5.1235
3.6,605.18,23291.69,7948.28,40.4,6.17,171.12,0.41,2,12.47944444,5.1235
3.6,605.18,23407.75,7937.92,40.74,6.18,170.69,0.38,2,12.47972222,5.1235
3.59,605.18,23330.3,7937.92,41.08,6.15,170.69,0.38,2,12.48,5.1235
3.61,605.18,23407.75,7927.59,40.82,6.17,173.62,0.38,2,12.48027778,5.1235
3.61,605.18,23291.69,7804.52,40.15,6.18,170.69,0.38,2,12.48055556,5.1235
3.6,605.18,23330.3,7824.9,40.57,6.17,171.3,0.38,2,12.48083333,5.1235
3.26,605.18,23407.75,7937.92,40.91,6.17,170.86,0.38,2,12.48111111,5.1235
3.61,605.18,23253.16,7937.92,41.25,6.17,171.3,0.39,2,12.48138889,5.1235
3.6,605.18,24854.94,7896.65,40.74,6.13,171.21,0.38,2,12.48166667,5.1235
3.61,605.18,23407.75,7958.65,40.4,6.15,170.69,0.38,2,12.48194444,5.1235
3.6,605.18,23330.3,7927.59,40.32,6.12,170.95,0.38,2,12.48222222,5.1235
3.61,605.18,23330.3,7937.92,40.65,6.11,170.69,0.38,2,12.4825,5.1235
3.6,605.18,23407.75,7906.94,40.82,6.14,170.69,0.38,2,12.48277778,5.1235
3.59,605.18,23369,7917.26,41,6.28,170.95,0.38,2,12.48305556,5.1235
3.63,605.18,23369,7896.65,40.57,6.17,171.12,0.38,2,12.48333333,5.1235
3.63,605.18,23330.3,7896.65,40.74,6.14,170.07,0.38,2,12.48361111,5.1235
3.72,605.18,23485.54,7958.65,40.82,6.17,170.42,0.39,2,12.48388889,5.1235
3.66,605.18,23407.75,7906.94,40.57,6.11,170.95,0.38,2,12.48416667,5.1235
3.71,605.18,23291.69,7958.65,40.91,6.18,171.04,0.38,2,12.48444444,5.1235
3.68,605.18,23407.75,7958.65,40.74,6.13,171.21,0.39,2,12.48472222,5.1235
3.59,605.18,23524.5,7958.65,40.82,6.12,171.21,0.38,2,12.485,5.1235
3.65,605.18,23291.69,7958.65,41.51,6.13,171.12,0.38,2,12.48527778,5.1235
3.63,605.18,23563.57,7969.02,40.82,6.13,171.12,0.38,2,12.48555556,5.1235
